,tweet_id,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
2165,668960084974809088,663,228,8856492,17,Twitter for iPhone,Original tweet,https://t.co/952hUV6RiK
2166,668955713004314625,259,66,8855847,17,Twitter for iPhone,Original tweet,https://t.co/Dmy2mY2Qj5
2167,668932921458302977,246,53,8855847,17,Twitter for iPhone,Original tweet,https://t.co/rcrKkL7eB6
2168,668902994700836864,301,94,8855847,17,Twitter for iPhone,Original tweet,https://t.co/UqCvpSgMJe
2169,668892474547511297,378,138,8855847,17,Twitter for iPhone,Original tweet,https://t.co/HyDpTU5Jhj
2170,668872652652679168,499,281,8855847,17,Twitter for iPhone,Original tweet,https://t.co/up0MHRxelf
2171,668852170888998912,426,149,8855847,17,Twitter for iPhone,Original tweet,https://t.co/OmxouCZ8IY
2172,668826086256599040,410,124,8855847,17,Twitter for iPhone,Original tweet,https://t.co/Ko7eCsFpnI
2173,668815180734689280,524,243,8855847,17,Twitter for iPhone,Original tweet,https://t.co/IGmVbz07tZ
2174,668779399630725120,673,346,8855847,17,Twitter for iPhone,Original tweet,https://t.co/YVAJgWHzPW
2175,668655139528511488,495,205,8855847,17,Twitter for iPhone,Original tweet,https://t.co/mwnBN6ZkPt
2176,668645506898350081,822,495,8855847,17,Twitter for iPhone,Original tweet,https://t.co/70X1TIXn38
2177,668643542311546881,822,487,8855847,17,Twitter for iPhone,Original tweet,https://t.co/IiSdmhkC5N
